hhid|Regular_Carbonated|Juice|Baking_Supplies|Spices|Bottled_Water|Bath_Tissue|Baking
100360773|1|1|1|1|1|1|1
100360781|1|1|1|1|1|1|1
100360788|1|0|0|0|0|0|0
100360789|1|1|1|1|1|1|1
100360795|1|1|1|1|1|1|1
100360798|1|1|1|1|1|1|1
100360822|1|1|1|1|1|1|1
100360828|0|1|1|1|1|0|1
100360834|1|1|1|1|1|1|1
100360892|0|0|1|1|0|0|1
100360893|1|1|1|1|1|1|1
1003609|0|0|1|0|0|1|1
100360918|0|0|1|0|0|0|1
100360946|1|1|1|1|1|1|1
100360947|1|1|1|1|1|1|1
100360953|1|1|1|1|1|1|1
100360960|1|1|1|1|1|1|1
100360984|1|0|0|0|0|1|0
100360986|0|1|1|1|1|0|1
100360999|1|1|0|0|0|1|0
100361001|1|1|1|1|1|1|1
100361014|1|1|1|1|1|1|1
100361028|1|1|1|1|1|1|1
100361029|0|0|1|1|0|1|1
100361044|1|1|0|1|1|1|0
100361065|0|0|0|0|0|1|0
100361070|0|0|1|0|0|0|1
100361091|0|0|1|0|0|0|1
100361093|0|0|1|0|0|0|1
100361094|1|1|1|1|1|1|1
100361118|1|0|0|0|0|0|0
10036112|1|1|1|1|1|1|1
100361125|0|0|0|1|0|0|0
100361136|1|1|1|1|1|1|0
100361149|0|0|0|1|0|0|0
100361153|1|1|0|1|1|1|0
100361162|0|0|1|1|0|0|0
100361165|1|1|1|1|1|1|1
100361166|1|1|1|1|1|1|1
100361186|0|0|1|0|0|0|1
10036119|0|0|0|1|1|1|0
100361190|0|1|1|1|1|0|1
100361196|1|1|1|1|0|0|1
100361216|1|1|1|1|1|1|1
100361238|1|1|0|0|0|1|0
100361239|0|0|1|0|0|0|1
100361272|0|0|1|1|1|0|1
100361277|0|0|0|1|0|0|0
100361287|1|0|1|0|1|0|1
100361295|0|0|1|1|0|0|1
100361297|0|1|1|1|0|1|1
1003613|0|1|1|1|0|1|1
100361319|0|0|0|0|1|0|0
100361323|0|0|0|1|1|0|0
100361347|1|1|0|0|0|1|0
10036137|1|1|1|1|1|1|1
100361371|1|0|0|0|0|0|0
100361380|1|1|1|1|1|1|1
100361395|1|1|0|0|0|1|0
100361411|1|1|0|0|1|0|0
100361422|1|1|1|1|1|1|0
100361429|1|1|0|0|0|1|0
100361434|1|1|1|1|1|1|1
100361437|1|0|0|0|0|0|0
100361438|1|1|1|1|1|1|1
100361442|1|0|1|0|1|0|1
100361455|0|0|1|0|0|0|0
100361460|0|0|1|1|1|0|1
100361466|1|1|0|1|0|0|0
100361476|1|1|1|1|1|1|1
100361481|1|1|1|1|1|1|1
100361485|1|0|0|0|0|1|0
100361487|0|0|0|1|0|0|0
100361489|1|0|0|0|0|0|0
100361491|1|1|1|1|1|1|0
100361493|1|1|1|0|1|1|1
100361494|1|1|0|0|0|1|0
1003615|0|0|1|0|0|0|0
100361515|1|1|0|1|1|0|0
100361519|1|0|0|0|0|0|0
100361529|1|1|1|1|1|1|1
100361534|0|0|1|1|1|0|1
100361535|0|0|1|1|0|0|1
100361559|0|0|1|1|1|0|1
100361561|1|1|0|1|1|0|0
100361573|1|1|0|1|0|0|0
100361582|1|1|0|0|0|0|0
100361589|0|0|1|0|0|0|1
1003616|0|0|1|1|0|0|1
100361623|1|1|1|1|1|1|1
100361634|1|1|1|1|1|1|1
100361660|0|0|1|1|0|0|0
100361680|1|1|0|0|0|0|0
100361687|0|0|1|0|0|1|1
100361692|1|1|1|1|0|0|1
100361693|1|0|0|0|0|0|0
100361696|1|1|1|1|1|1|1
100361697|1|1|0|1|1|1|0
100361698|1|0|1|0|0|0|1
1003617|0|0|1|0|0|0|1
100361716|1|1|1|1|0|0|1
100361720|0|0|0|0|0|1|0
100361722|1|1|1|1|1|1|1
100361745|1|1|1|1|1|1|1
100361751|1|1|0|1|0|1|0
100361758|1|1|1|1|1|1|0
100361781|0|0|0|0|0|1|0
100361793|1|1|1|1|1|1|1
100361798|1|1|1|1|1|1|0
100361802|1|1|1|1|1|1|0
100361808|1|0|0|0|0|1|0
100361815|0|0|1|0|0|0|0
100361818|0|0|1|1|1|0|1
100361829|0|0|1|1|1|0|1
100361838|0|0|1|0|0|0|1
100361843|1|1|1|1|0|1|1
100361845|1|0|0|0|0|0|0
100361905|0|0|1|1|0|1|1
100361935|0|0|1|1|0|0|1
100361957|0|0|1|1|0|0|0
100361958|0|0|1|1|0|0|1
100361985|1|1|0|0|0|0|0
100361997|1|1|1|1|1|1|1
100361998|1|1|0|0|0|0|0
100362|1|1|1|1|1|1|1
100362003|1|1|1|1|1|1|1
100362012|0|0|1|1|1|0|1
100362018|1|1|0|1|0|0|0
100362026|1|0|1|0|0|0|1
100362027|0|0|1|1|1|1|0
100362058|1|1|1|1|0|1|0
100362072|1|1|1|1|1|1|1
100362080|1|1|1|1|1|1|1
100362086|1|1|1|1|1|1|1
100362092|0|0|1|1|1|1|1
100362114|1|1|1|1|1|1|1
100362115|1|1|1|1|1|1|1
100362139|1|1|0|0|0|0|0
100362143|1|1|1|1|1|1|1
100362165|1|1|1|1|1|1|1
100362168|1|0|0|1|0|0|0
100362175|1|0|0|0|0|1|0
100362178|1|1|1|1|1|1|1
10036218|1|1|1|1|0|1|1
100362182|1|1|1|1|1|1|1
100362186|1|1|0|1|1|1|0
100362192|0|0|1|0|0|0|1
100362200|1|1|1|1|1|1|1
100362205|1|0|0|0|0|0|0
100362210|0|0|1|0|1|0|0
100362221|1|1|0|0|1|1|0
100362229|1|1|0|1|0|0|0
100362235|0|0|1|1|1|0|1
100362252|0|0|1|0|0|0|0
100362258|1|1|1|1|1|1|1
100362259|1|1|0|0|0|0|0
100362268|1|1|1|1|1|1|1
100362275|1|1|1|1|1|1|0
100362276|1|1|0|0|0|1|0
100362282|0|0|1|0|0|0|1
100362289|0|0|1|0|0|0|1
1003623|0|0|0|0|0|1|0
100362300|1|1|1|1|1|1|1
100362303|1|1|1|1|1|1|0
100362311|1|1|1|1|1|1|1
100362313|1|1|1|1|1|1|1
100362315|1|1|1|1|1|1|1
100362319|0|0|1|0|0|0|1
100362325|0|0|1|1|1|0|0
100362326|1|1|0|0|1|1|0
100362330|0|0|1|0|1|1|1
100362335|1|1|1|0|0|1|1
100362342|1|1|0|0|0|0|0
100362352|1|1|1|1|1|1|1
100362355|1|0|0|0|0|1|0
100362363|1|0|0|0|0|0|0
100362373|0|0|1|0|0|0|1
100362381|0|0|1|1|0|0|1
100362382|1|1|1|1|1|1|1
100362386|0|0|1|1|1|1|1
100362391|1|1|0|0|0|1|0
100362405|0|0|1|0|0|0|1
100362406|1|1|1|1|1|1|1
100362410|0|0|0|0|1|0|0
100362416|1|1|1|1|1|1|1
100362419|0|0|1|1|0|0|0
100362429|1|0|0|1|0|0|0
100362432|1|0|0|0|0|0|0
100362433|1|1|1|1|1|1|1
100362434|0|0|1|0|0|0|1
100362443|0|0|1|0|0|0|0
100362444|1|1|1|1|1|1|1
10036245|0|0|1|1|0|0|1
100362457|1|1|1|1|1|1|1
100362465|1|0|0|0|0|0|0
100362474|1|1|0|0|0|1|0
100362475|1|0|0|0|1|1|0
100362478|1|1|1|1|1|1|1
100362480|1|0|0|0|0|0|0
100362482|1|0|0|0|0|1|0
100362491|0|1|1|1|1|1|1
100362493|1|1|1|1|1|0|1
100362510|1|1|0|1|1|1|0
100362513|1|1|0|0|0|0|0
100362515|1|1|0|0|0|0|0
10036253|1|1|1|1|1|1|1
100362530|1|1|0|0|0|1|0
100362557|1|0|0|0|0|0|0
100362558|1|1|0|0|1|1|0
100362565|0|0|1|1|0|0|0
100362570|1|1|0|0|1|1|0
100362573|1|1|1|1|1|1|1
100362574|0|0|0|1|0|0|0
100362580|1|1|1|1|1|1|1
100362591|1|1|1|0|0|1|1
100362594|1|1|0|0|0|1|0
100362596|1|1|1|1|1|1|1
100362606|1|1|0|0|1|1|0
100362607|0|0|0|1|0|0|0
100362612|1|0|1|1|1|0|0
100362614|0|0|1|1|0|0|1
100362619|1|1|1|1|1|1|1
100362620|1|1|1|1|1|1|1
100362624|0|0|0|1|1|0|0
100362627|0|1|0|1|0|0|0
100362640|1|1|0|1|1|1|0
100362646|1|1|1|1|1|1|1
100362653|1|1|1|1|1|1|1
100362677|0|0|1|0|0|0|1
100362680|1|0|0|0|0|0|0
100362706|1|1|1|1|1|1|1
100362713|1|1|0|1|1|1|0
100362718|1|1|1|1|1|0|1
100362759|1|1|1|1|1|1|1
100362765|1|0|0|0|0|1|0
100362777|1|0|1|0|0|1|1
100362780|1|0|0|0|0|0|0
100362782|1|0|1|1|0|0|1
100362796|1|0|0|0|0|0|0
1003628|1|1|0|0|0|1|0
100362813|0|0|1|1|0|0|1
100362820|1|1|1|1|1|1|1
100362822|0|0|1|1|0|0|1
100362828|1|1|1|1|1|1|1
100362836|0|0|1|0|0|0|0
100362838|1|1|1|1|1|1|1
100362845|0|0|1|0|0|0|1
100362856|0|1|1|1|0|0|1
100362863|0|0|1|0|0|0|1
100362870|1|1|1|1|0|1|1
100362873|1|1|1|1|1|1|1
100362900|0|0|0|0|0|1|0
100362917|1|1|1|1|1|1|1
100362957|0|0|0|1|0|0|0
100362992|1|1|1|1|1|1|1
100362999|1|1|1|1|1|1|1
100363001|1|1|1|1|1|1|1
100363008|0|1|0|0|0|1|0
100363010|1|1|1|1|1|1|1
100363032|1|0|1|0|0|1|1
100363038|0|1|0|0|0|0|0
100363042|1|1|0|1|1|0|0
100363048|1|0|0|1|1|0|0
100363049|0|0|0|1|0|1|0
100363054|1|1|1|1|0|1|1
100363076|1|0|0|0|0|0|0
100363099|1|0|0|0|0|0|0
100363106|1|1|1|1|1|1|1
100363107|1|1|1|1|1|1|1
100363109|0|0|0|0|0|1|0
100363110|0|0|1|0|0|0|0
100363111|0|0|0|0|0|1|0
100363119|1|1|1|1|1|1|1
100363124|0|0|0|1|1|0|0
100363132|1|1|1|1|1|1|1
100363136|1|1|1|1|1|1|0
100363137|1|0|1|0|1|1|1
100363138|1|1|1|1|1|1|1
100363140|1|1|0|0|0|1|0
100363141|1|1|1|1|1|1|1
100363143|1|0|0|1|1|1|0
100363145|1|1|0|0|0|1|0
100363147|1|1|1|1|1|1|1
100363177|0|0|1|0|0|0|1
100363178|0|1|0|1|1|0|0
100363191|0|0|1|1|0|1|1
100363195|1|1|1|1|1|1|1
1003632|1|1|0|0|1|1|0
100363201|1|1|1|1|1|1|1
100363205|0|0|1|1|0|0|1
100363217|1|1|1|1|1|1|1
100363231|0|1|1|1|0|1|1
100363235|0|1|1|1|0|0|1
100363237|1|0|0|0|0|0|0
100363245|1|1|0|1|1|1|0
10036326|1|1|1|1|1|1|1
100363264|0|0|1|0|0|0|1
100363281|1|1|1|1|1|1|1
100363289|1|1|0|0|1|1|0
100363294|0|1|1|1|1|0|1
1003633|0|0|1|0|0|0|1
100363300|0|0|1|1|0|0|1
100363326|0|0|1|1|0|0|1
100363330|1|1|1|1|1|1|1
100363337|1|1|0|1|1|1|0
100363357|1|1|1|1|1|1|1
100363358|1|1|1|1|1|1|1
100363359|1|1|1|1|1|1|1
100363366|0|1|1|1|0|0|1
100363367|0|0|0|1|0|0|0
100363369|1|1|0|0|0|1|0
100363373|0|0|0|1|0|1|0
100363381|0|0|1|1|1|0|1
100363387|0|0|0|1|0|0|0
100363391|0|0|0|0|0|1|0
100363396|0|0|1|1|0|0|1
100363401|0|1|1|1|1|0|1
100363406|1|1|1|1|1|1|1
100363407|0|0|0|1|0|0|0
100363410|0|0|0|1|0|0|0
100363414|1|1|1|1|1|1|0
10036342|0|0|1|1|0|0|1
100363436|1|0|0|0|0|0|0
100363439|1|1|1|1|1|0|1
100363457|0|1|1|1|1|0|1
100363460|1|1|1|1|1|1|1
100363462|0|0|0|1|0|0|0
100363465|1|0|0|0|0|0|0
100363476|1|0|0|1|0|0|0
100363485|1|1|0|1|1|1|0
100363504|1|0|0|0|0|0|0
100363507|1|1|1|1|1|1|1
100363510|1|1|1|1|1|0|1
100363511|0|0|0|1|0|0|0
100363516|1|1|1|1|1|1|1
100363535|1|1|1|1|1|1|1
100363552|1|1|1|1|1|1|0
100363554|0|0|1|0|0|0|1
100363555|0|0|1|1|0|0|1
100363558|0|0|1|1|0|0|1
100363561|0|0|0|0|0|1|0
100363566|0|0|1|0|0|0|1
100363577|0|0|1|1|1|0|0
100363582|1|1|1|1|1|1|1
100363598|1|1|1|1|1|1|1
10036361|0|0|1|1|0|0|1
100363614|1|1|1|0|1|1|1
100363619|1|1|1|1|0|1|1
100363632|1|1|0|1|1|1|0
100363644|1|1|1|1|1|1|1
100363653|1|1|1|1|1|1|1
100363654|1|1|1|1|1|1|1
100363676|1|0|0|0|0|0|0
100363685|1|0|0|0|0|0|0
100363693|1|1|1|1|1|1|1
100363701|0|0|1|0|0|0|1
100363712|0|0|0|0|0|1|0
100363716|1|1|1|1|1|1|1
100363722|1|1|1|1|1|1|1
100363731|0|0|0|1|1|0|0
100363747|0|0|1|1|1|0|1
100363748|1|1|1|1|1|0|1
10036376|1|1|1|1|1|1|1
100363760|0|0|1|1|0|0|1
100363764|0|0|0|1|1|0|0
100363772|1|1|0|1|1|1|0
100363783|1|1|1|0|0|1|1
100363791|1|1|1|1|1|1|1
100363807|1|1|0|0|1|1|0
100363829|1|1|1|1|1|1|1
100363840|1|1|1|1|1|1|1
100363843|1|1|0|0|0|1|0
100363849|1|1|1|1|1|1|1
100363850|0|0|0|1|0|1|0
100363856|1|1|0|0|1|0|0
100363860|0|0|1|0|0|0|0
100363870|1|1|0|0|1|1|0
100363872|1|1|1|1|1|0|1
100363890|0|1|1|0|0|0|1
1003639|0|0|0|0|0|1|0
100363941|1|0|0|0|0|0|0
100363949|1|0|0|0|0|0|0
100363959|0|0|1|1|1|0|1
100363963|1|1|0|1|1|0|0
100363973|0|0|1|0|0|1|1
100363983|0|0|1|1|0|0|0
100364|0|0|1|1|0|0|1
100364001|1|1|0|0|0|1|0
100364007|0|0|0|0|0|1|0
100364023|1|1|0|0|0|0|0
100364027|0|0|1|0|0|0|1
100364030|1|1|1|1|1|1|1
100364034|0|0|1|0|0|0|0
100364041|1|1|0|1|1|1|0
100364073|1|1|1|1|1|0|1
100364075|1|1|1|1|1|1|1
100364082|1|1|1|0|0|1|1
100364083|1|1|1|1|1|1|1
100364085|1|0|0|0|0|0|0
100364088|0|0|0|0|0|1|0
100364124|1|1|0|0|1|1|0
100364129|1|0|0|0|0|1|0
100364133|1|0|0|0|0|0|0
100364142|0|0|1|0|0|0|0
100364145|0|0|1|0|0|0|0
100364153|0|0|1|1|0|0|1
100364160|1|1|1|1|1|1|1
100364168|1|1|1|1|1|1|1
100364176|0|0|0|1|0|0|0
100364210|1|1|1|1|1|0|0
100364211|0|0|1|1|0|0|0
100364223|1|1|1|0|1|1|1
100364225|1|1|0|0|0|0|0
100364233|1|1|1|1|1|1|1
100364248|0|0|0|1|1|1|0
100364259|0|0|0|0|1|0|0
100364263|0|0|1|1|0|0|1
100364274|0|0|0|1|0|0|0
100364280|1|1|1|1|1|1|1
100364289|0|0|0|0|0|1|0
100364290|1|0|1|1|1|0|1
100364296|1|1|1|1|1|1|1
100364309|1|1|1|1|1|1|1
100364314|0|0|1|1|1|1|1
100364315|1|1|1|0|0|1|1
100364317|1|0|0|0|0|0|0
100364328|0|0|1|1|0|0|0
100364341|1|1|1|1|1|1|1
100364354|0|0|1|0|0|0|1
100364355|1|1|1|1|1|1|1
100364359|1|1|1|1|1|1|1
100364372|1|0|0|0|0|0|0
100364381|0|0|1|0|1|0|1
100364386|0|0|0|0|1|0|0
10036439|0|0|1|1|1|0|1
100364393|0|0|1|1|0|0|1
100364396|1|1|1|1|1|1|1
1003644|1|1|1|1|1|1|1
100364409|1|1|0|1|1|0|0
100364415|0|0|0|0|0|1|0
100364420|0|0|0|0|0|1|0
100364426|1|1|1|1|1|1|1
100364442|0|0|1|1|0|0|0
100364448|0|0|1|0|0|0|0
100364451|0|0|0|1|0|0|0
100364454|0|0|1|0|0|0|1
100364469|0|0|0|1|0|0|0
100364474|1|1|1|1|1|1|1
100364482|0|0|1|1|0|0|1
100364487|0|0|1|1|0|0|0
100364490|0|0|0|1|0|1|0
100364497|1|1|1|1|1|1|1
100364500|1|1|0|0|0|1|0
100364511|0|0|0|1|0|0|0
100364527|1|1|1|1|1|1|1
100364534|1|1|1|1|1|1|1
100364539|0|0|1|1|0|1|1
100364541|1|1|1|0|0|1|1
100364544|1|1|1|0|0|1|1
100364548|1|1|1|1|1|1|1
100364554|1|1|1|1|1|1|1
100364555|1|1|1|1|1|1|1
100364558|1|1|0|0|0|0|0
100364561|1|1|1|1|1|1|1
100364563|0|0|1|0|0|0|0
100364567|1|1|1|1|1|1|0
100364568|1|0|0|1|0|0|0
100364569|1|1|1|1|1|0|1
100364584|1|1|0|1|1|1|0
100364595|1|1|1|1|1|1|1
100364600|0|0|1|0|0|0|1
100364614|0|0|1|0|0|0|0
100364617|1|0|1|1|1|0|0
100364618|0|1|1|1|1|0|1
100364643|0|0|0|1|0|0|0
100364658|1|1|0|0|0|0|0
100364685|0|0|1|0|0|0|0
100364692|1|1|1|1|1|1|1
100364694|1|1|0|0|0|0|0
100364699|1|1|0|0|1|1|0
100364705|1|1|1|1|1|1|1
100364717|1|1|1|1|1|0|1
100364723|1|1|1|1|1|1|1
100364729|1|1|1|1|1|1|1
100364745|1|1|1|1|1|1|1
100364746|1|0|0|0|0|0|0
100364750|0|0|1|0|0|0|1
100364759|0|0|1|1|0|0|1
100364768|1|0|0|0|0|1|0
100364776|0|0|0|0|0|1|0
100364781|1|1|1|1|1|1|1
100364787|0|0|0|1|0|0|0
100364793|0|1|1|1|1|0|1
100364810|1|1|1|1|1|1|1
100364855|1|1|1|1|1|1|1
100364864|0|1|1|1|0|0|1
100364894|0|0|1|0|0|0|1
100364900|1|1|1|1|1|1|1
100364919|1|1|1|1|1|1|1
100364930|1|1|0|1|1|1|0
100364950|1|0|1|0|0|1|1
100364964|1|0|0|0|0|1|0
100364978|1|1|1|1|1|1|1
100364989|1|1|1|1|1|1|1
100364992|1|1|1|1|1|1|0
100364994|1|1|1|1|1|1|1
100365045|1|1|0|1|1|0|0
100365047|0|0|1|1|1|0|1
100365063|1|1|0|1|1|1|0
100365071|0|0|1|0|0|0|0
100365079|1|1|1|1|1|1|1
100365089|0|0|1|1|0|0|1
100365102|0|1|1|1|1|0|1
100365103|0|0|0|1|0|0|0
100365121|0|0|0|0|0|1|0
100365135|1|0|0|0|0|1|0
100365156|1|1|1|1|1|1|1
100365176|1|1|0|0|1|0|0
100365178|1|0|0|0|0|1|0
100365184|1|1|1|0|1|1|0
100365188|1|1|1|1|1|1|1
100365191|0|0|1|1|0|0|0
100365193|1|1|1|1|0|1|0
100365196|1|0|1|0|0|1|1
100365216|1|1|0|0|1|1|0
100365221|1|1|0|1|0|0|0
100365227|1|1|0|0|0|0|0
100365241|1|1|0|1|0|0|0
100365244|1|0|1|0|0|1|1
100365248|0|0|1|0|0|1|0
100365250|1|1|1|1|1|1|1
100365253|0|0|0|0|0|1|0
100365257|1|1|1|1|1|0|1
100365261|1|1|1|1|1|1|1
100365265|0|0|1|0|0|0|1
100365270|1|0|0|0|0|0|0
10036528|1|1|1|1|1|1|1
100365289|1|1|1|1|1|1|1
100365292|0|0|1|1|0|0|1
100365296|0|0|0|1|0|0|0
1003653|0|0|1|1|0|0|1
100365301|1|1|1|1|1|0|1
100365302|1|1|1|1|1|1|1
100365311|1|1|1|1|1|1|1
100365315|1|1|1|1|1|1|1
100365320|1|0|0|0|1|0|0
100365323|1|1|1|1|0|1|1
100365332|1|1|1|1|1|1|1
100365336|0|1|1|1|1|0|1
100365343|1|1|1|1|1|1|1
100365348|0|0|1|1|0|0|1
100365354|0|0|1|1|1|0|1
100365360|0|0|1|1|0|0|1
100365365|1|1|0|1|1|1|0
100365371|1|1|0|0|1|0|0
100365372|1|0|0|0|0|0|0
100365378|1|1|1|1|1|1|1
100365379|1|1|0|1|0|0|0
100365396|1|1|0|0|0|0|0
100365404|1|1|1|1|1|1|1
100365405|1|1|0|1|1|1|0
10036541|1|1|1|1|0|1|1
100365416|1|1|1|1|1|1|1
100365421|1|1|1|1|1|1|1
10036543|1|1|1|0|0|0|1
100365452|1|1|1|1|1|0|1
100365455|1|1|1|1|1|1|1
100365458|1|1|0|1|1|0|0
100365459|1|1|1|1|1|1|1
100365468|1|1|1|1|1|1|1
100365480|1|1|0|0|0|1|0
100365482|1|1|0|0|1|1|0
100365485|1|1|1|1|1|1|1
1003655|0|0|1|0|0|0|1
100365503|1|0|1|1|0|1|1
100365506|0|1|1|1|1|0|1
100365507|1|0|0|1|1|0|0
100365512|1|1|1|1|1|1|1
100365517|1|1|1|1|1|0|1
100365518|0|0|1|1|0|0|1
100365538|1|1|1|1|1|1|1
100365540|0|0|1|0|0|0|0
100365546|1|0|0|0|0|1|0
100365559|1|1|0|0|1|1|0
100365581|0|1|0|0|0|0|0
100365591|1|1|0|1|0|1|0
100365597|0|0|1|0|0|0|0
100365607|1|0|0|0|0|1|0
100365615|1|1|1|0|0|1|1
100365617|1|1|1|1|1|1|1
100365624|1|1|1|1|1|1|1
100365630|1|1|1|1|1|1|1
100365634|1|0|0|0|0|0|0
100365650|1|1|1|1|1|1|1
100365672|0|0|0|1|0|0|0
100365673|1|1|1|1|1|1|1
100365678|1|1|1|1|1|1|1
100365679|1|1|1|1|1|1|1
100365685|1|1|0|1|1|1|0
10036569|1|1|1|1|1|1|1
100365690|0|0|1|1|0|1|1
100365695|0|0|1|1|1|1|1
100365702|1|1|0|1|1|1|0
100365710|1|1|1|0|0|1|1
100365724|0|1|1|1|1|0|1
100365727|1|0|0|0|0|0|0
100365747|1|1|1|1|0|1|1
100365755|0|0|0|1|0|0|0
10036576|0|0|1|1|0|0|1
100365780|1|1|1|1|1|1|1
100365781|1|1|0|1|1|0|0
100365787|0|1|1|1|0|0|0
100365792|1|1|0|0|0|0|0
100365798|1|1|1|1|1|1|1
100365801|1|1|1|1|1|1|1
100365802|1|1|0|1|1|1|0
100365806|1|1|1|1|1|1|1
100365824|1|1|0|0|0|0|0
100365825|1|1|1|1|1|1|1
100365832|1|0|0|0|0|0|0
100365855|0|0|1|1|0|0|0
100365857|1|1|1|1|1|1|1
10036586|1|0|1|0|0|0|1
100365861|0|0|0|1|1|0|0
100365869|1|1|1|1|1|1|1
100365884|1|1|1|1|1|1|1
100365887|1|1|0|0|0|0|0
100365894|0|0|1|1|0|0|1
100365902|0|0|1|0|0|0|1
100365908|0|0|1|1|0|0|1
100365913|1|1|1|1|1|0|1
100365920|0|0|1|1|0|0|1
100365922|0|1|1|0|0|1|1
100365934|1|1|1|1|1|1|1
100365937|1|0|0|0|0|0|0
100365939|1|1|0|0|0|0|0
100365954|1|1|1|1|1|1|1
100365963|0|0|1|0|0|0|1
100365965|1|1|1|1|1|1|1
100365985|0|0|0|0|0|1|0
100365986|1|1|0|0|0|1|0
100365995|0|0|1|0|0|0|0
100366004|1|1|1|1|1|1|1
100366018|1|1|0|0|0|1|0
100366022|1|0|0|0|0|0|0
100366029|0|0|0|1|0|0|0
100366049|1|1|1|1|1|1|1
10036608|1|1|1|1|1|1|1
100366099|1|1|1|1|1|1|1
100366122|1|1|1|0|0|1|1
100366123|0|1|0|1|1|0|0
100366128|0|1|1|0|0|1|0
100366151|1|0|0|0|0|0|0
100366153|1|1|1|1|1|1|1
100366156|1|1|1|1|1|1|1
100366168|1|1|1|1|1|1|1
100366173|1|0|1|0|0|1|1
100366177|1|1|0|0|0|0|0
100366185|1|1|1|1|1|1|1
100366188|1|1|1|1|1|1|1
100366189|1|1|1|1|1|1|1
100366194|1|1|1|1|1|1|1
1003662|0|0|1|0|0|0|1
100366202|1|1|1|1|0|1|1
100366208|1|1|1|1|1|1|1
100366214|0|0|0|0|0|1|0
100366223|0|0|0|1|0|0|0
100366227|1|1|0|0|0|1|0
100366248|1|1|0|0|0|0|0
100366252|1|1|0|0|1|1|0
100366253|1|1|0|0|1|1|0
100366256|1|1|1|1|1|1|1
100366258|1|1|0|0|0|0|0
100366271|1|0|1|1|1|1|1
100366286|1|1|1|1|1|1|1
100366289|1|1|1|1|1|0|1
100366292|1|1|0|0|0|1|0
100366299|1|1|1|1|1|1|1
1003663|0|0|0|1|0|0|0
100366324|1|0|1|0|0|0|1
100366333|1|1|1|1|1|1|1
100366334|1|0|0|0|0|0|0
100366338|0|0|0|0|0|1|0
100366339|1|1|0|1|1|1|0
100366344|1|1|1|1|0|1|1
100366345|1|1|1|1|1|1|1
100366352|1|1|1|1|1|1|1
100366353|0|0|0|0|0|1|0
100366372|0|0|1|0|0|0|1
100366379|0|1|1|1|1|0|1
100366393|1|0|0|0|0|0|0
100366402|0|0|0|0|0|1|0
100366407|0|0|1|0|1|0|0
100366415|1|1|1|1|1|1|1
100366436|0|1|1|1|1|0|1
100366453|1|1|1|1|1|1|1
100366469|1|1|1|1|1|1|1
100366472|0|0|1|1|0|0|0
100366474|0|0|1|0|0|0|0
100366478|1|1|1|1|1|1|1
10036648|1|1|1|1|1|1|1
100366495|0|0|1|1|0|0|1
100366496|1|1|0|1|1|0|0
1003665|0|0|0|0|0|1|0
100366501|1|1|1|1|1|1|1
100366502|1|0|0|0|0|0|0
100366522|0|1|1|1|1|0|1
100366530|0|1|1|1|1|1|1
100366535|1|1|1|1|1|1|1
100366536|0|0|1|1|1|1|1
100366541|1|0|0|0|0|0|0
100366543|1|1|0|0|0|0|0
100366553|1|1|1|1|1|1|1
100366554|1|1|1|1|1|1|1
100366556|0|0|0|1|0|0|0
100366559|1|1|1|1|1|1|1
100366560|0|1|1|1|0|1|1
100366562|1|1|0|1|1|1|0
100366594|0|1|1|0|0|1|1
1003666|0|0|1|1|0|0|1
100366620|1|1|1|1|1|1|1
100366625|1|1|0|1|1|1|0
100366643|0|0|1|0|0|1|1
100366657|0|1|1|1|0|0|1
100366666|0|0|1|0|0|1|1
100366670|1|1|1|1|1|0|1
100366686|1|1|0|1|1|1|0
100366692|1|1|1|1|1|1|1
1003667|1|1|1|1|1|1|1
100366706|1|1|0|0|0|0|0
100366709|1|0|0|0|0|1|0
100366717|1|1|1|0|0|1|1
100366732|1|1|0|1|1|1|0
100366735|1|1|1|1|1|1|1
100366750|1|1|1|1|1|1|1
100366756|1|1|1|1|1|1|1
100366766|0|0|1|1|0|0|1
100366777|1|1|1|0|1|1|0
100366779|1|1|1|1|1|1|1
100366786|1|1|1|1|1|1|0
100366790|0|0|0|1|0|0|0
100366792|1|1|1|1|1|1|1
100366799|0|0|0|1|0|1|0
1003668|0|0|1|1|0|0|1
100366801|1|0|0|0|0|0|0
100366811|1|1|1|1|1|0|1
100366815|0|1|1|1|0|0|1
100366819|1|1|1|1|1|1|1
100366825|1|1|0|0|0|1|0
100366829|1|0|0|0|0|0|0
100366844|1|0|0|0|0|0|0
100366853|1|1|1|1|1|0|1
100366855|1|1|1|1|1|1|1
100366864|0|0|1|0|0|0|0
100366867|1|1|1|0|1|1|1
100366880|0|0|1|1|0|0|1
100366892|1|1|1|1|1|1|1
100366893|1|1|0|0|0|0|0
1003669|0|0|1|1|0|0|1
100366901|1|1|1|1|1|1|1
100366912|0|0|1|0|0|0|0
100366921|0|0|1|0|0|0|0
100366928|0|0|1|0|1|0|0
100366952|1|1|0|0|1|1|0
100366964|0|0|0|0|0|1|0
100366971|0|0|1|1|0|0|1
100366972|0|0|1|1|0|0|0
100366987|1|1|1|1|1|1|1
100366991|1|0|0|1|0|0|0
100366993|1|1|0|1|1|0|0
100366996|1|1|0|1|1|0|0
1003670|1|1|1|1|1|1|1
100367009|0|0|1|1|0|1|0
100367012|0|0|0|0|0|1|0
100367014|1|1|1|1|1|1|1
